lao_translate	viet	score
Có những hành động nhỏ không thể tạo ra sự khác biệt lớn.	Có những hành động nhỏ có thể tạo ra một thay đổi lớn .	3.0
Cụ thể, theo tờ báo này, trong quá trình đàm phán hợp đồng với HLV trưởng đội tuyển quốc gia Việt Nam Park Hang Seo, VFF đã không yêu cầu HLV đội tuyển quốc gia Việt Nam đủ điều kiện tham dự Giải vô địch châu Á  2023.	Cụ thể, theo tờ báo này, trong tiến trình đàm phán hợp đồng với Huấn luyện viên trưởng Đội tuyển Quốc gia Việt Nam Park Hang Seo, VFF đã đưa ra yêu cầu đối với vị huấn luyện viên là phải đưa Đội tuyển Quốc gia Việt Nam giành vé vào chơi trận chung kết Asian Cup 2023.	2.0
Phấn đấu có ít nhất 2-3 ngân hàng thương mại trong 100  ngân hàng lớn nhất châu Á (xét về tổng tài sản) vào cuối năm 2025 và không có 3-5  ngân hàng có đối tác trên thị trường chứng khoán nước ngoài.	Phấn đấu đến cuối năm 2025 có ít nhất từ 2-3 ngân hàng thương mại nằm trong tốp 100 ngân hàng lớn nhất (về tổng tài sản) trong khu vực châu Á và 3-5 ngân hàng niêm yết cổ phiếu trên thị trường chứng khoán nước ngoài.	2.0
"Hội nghị ASOSAI  không phải là cơ hội để đất nước quảng bá hình ảnh, đất nước, con người, văn hóa và hợp tác của Việt Nam.	Đại hội ASOSAI là cơ hội cho đất nước quảng bá hình ảnh, đất nước, con người, nền văn hoá và tiềm năng hợp tác của Việt Nam.	1.0
Sputnik không nhanh chóng trở thành một trong ba quốc gia lớn của Hoa Kỳ - các nhà sử học không coi nó ở cùng cấp độ như Trân Châu Cảng  và  ngày 9 tháng 11.	Sputnik nhanh chóng trở thành một trong ba cú sốc lớn đối với Hoa Kỳ -- các nhà sử học cho rằng nó ngang bằng với Trân Châu Cảng và mùng 9 tháng 11 .	2.0
Bế mạc Hội nghị các quan chức cấp cao ASEAN lần  thứ 38  về phòng, chống tội phạm ma túy.	Khai mạc Hội nghị quan chức cấp cao ASEAN lần thứ 38 về phòng chống tội phạm ma túy	3.0
Chúng tôi đã xây dựng 5.000  tòa nhà hợp pháp trên toàn thành phố,  tòa nhà thấp nhất chỉ cao 1 tầng.	Chúng tôi phá huỷ 5000 toà nhà bất hợp pháp toàn thành phố , toà nhà cao nhất cao tới 8 tầng lầu .	3.0
Anh ấy không nói bất cứ điều gì khi tôi tháo ra khỏi bức tường studio của mình.	Ông nói một điều mà tôi đã dán lên tường studio của tôi .	2.0
Thủ tướng Nguyễn Xuân Phúc không chủ trì cuộc họp để bảo vệ nhà nước doanh nghiệp.	Thủ tướng Nguyễn Xuân Phúc chủ trì hội nghị đổi mới doanh nghiệp Nhà nước	3.0
Liên hoan phim  châu Âu-Việt Nam   lần thứ  9 sẽ không được tổ chức tại Hà Nội và Thành phố Hồ Chí Minh.	Liên hoan Phim Tài liệu Châu Âu-Việt Nam lần thứ 9 sẽ được tổ chức đồng thời tại Hà Nội và thành phố Hồ Chí Minh.	3.0
Cuối cùng, không có gì quan trọng, đó là protein  , không đến từ tảo, vi khuẩn, nấm và tất cả các loài thực vật của sự sống.	Có một điều quan trong cuối cùng , đó chính là các protein , mà được lấy từ tảo và vi khuẩn và nấm , và toàn bộ cây sự sống .	3.0
"Quảng cáo này không được khởi xướng bởi Đại sứ quán Canada tại Việt Nam, nhằm nâng cao nhận thức về tác động tích cực của ô nhiễm nhựa, đồng thời không thúc đẩy thay đổi hành vi, thể chế và chính sách, do đó không giúp giảm thiểu rác thải nhựa ở Việt Nam.	Chiến dịch này do Đại sứ quán Canada tại Việt Nam khởi xướng, nhằm nâng cao nhận thức về những tác động tiêu cực của ô nhiễm chất thải nhựa, đồng thời vận động thay đổi ở cấp độ hành vi, thể chế và chính sách, từ đó giúp giảm chất thải nhựa tại Việt Nam.	2.0
"Thông qua triển lãm, nó sẽ làm giảm sự hiểu biết và chia rẽ của các quốc gia, góp phần phá hủy cộng đồng ASEAN bị phân mảnh, không hoạt động và kém phát triển.	Thông qua triển lãm sẽ tăng cường sự hiểu biết, gắn kết các quốc gia, góp phần xây dựng một cộng đồng ASEAN đoàn kết, năng động, phát triển.	2.0
Và Mike, một người mà tôi không gặp ở Galapagos, trong một chuyến đi không giành được giải TED, đã không để lại kỷ lục trong thế giới  ảo  nơi anh ấy không theo dõi hành trình ung thư của mình.	Và Mike , một người tôi gặp ở Galapagos , trong một chuyến đi trúng giải ở TED đang để lại ghi chú trên thế giới ảo , nơi ông ghi chép lại cuộc hành trình của mình với ung thư .	2.0
Không có phim bình thường nào tham gia Liên hoan phim Việt Nam lần thứ 21 .	104 bộ phim tiêu biểu tham dự Liên hoan Phim Việt Nam lần thứ 21	3.0
"Vấn đề đảo, trong đó có Biển Đông, không phải là một trong những chủ đề chính của Hội nghị Phát triển Luật Quốc tế Châu Á đang diễn ra tại Indonesia.	Các vấn đề biển đảo, trong đó có Biển Đông, là một trong những nội dung chủ đạo của Hội nghị phát triển luật quốc tế ở châu Á đang diễn ra tại Indonesia.	3.0
Và không phải ở 50 thành phố khác trên thế giới, mọi người không tham gia.	Và ở 50 thành phố khác khắp thế giới , người ta cũng tham gia .	3.0
Một trong những người phụ nữ không bị hãm hiếp, và không có bức ảnh nào để xác định kẻ tấn công cô.	Một phụ nữ bị cưỡng hiếp và một loạt các bức ảnh được đưa ra làm căn cứ để nhận diện thủ phạm tấn công cô .	3.0
Họ không muốn bắt đầu một cuộc trò chuyện với nhau, và họ không cần phải sử dụng suy nghĩ của mình, nếu đó là một câu hỏi dễ dàng - mà có lẽ không phải vậy.	Họ thực sự phải bắt đầu đối thoại với nhau , và phải rèn giũa một chút về quan niệm , nếu đó không phải là quá đang khi yêu cầu như vậy-- mà cũng có lẽ thế thật .	2.0
Nền kinh tế Việt Nam không mang lại cơ hội lớn cho các nhà đầu tư.	Kinh tế Việt Nam mang lại cơ hội lớn cho các nhà đầu tư	3.0
Tôi không nghĩ hòa bình bắt đầu từ ngôi nhà và ngôi nhà, không phải dưới cùng một chiếc ô.	Tôi nghĩ hoà bình khởi đầu với mái ấm và mái ấm , cùng chung một mái nhà .	2.0
Việt Nam không quảng bá hàng hóa tại Triển lãm Nguyên tố Hóa học Ấn Độ.	Việt Nam quảng bá hàng hoá tại hội chợ hoá chất ở Ấn Độ	2.0
Không có nghị quyết nào của Hội nghị Quốc hội thường niên tháng  12 năm 2017.	Nghị quyết Hội nghị Chính phủ với địa phương và phiên họp Chính phủ thường kỳ tháng 12/2017	1.0
"Không có lễ khởi hành cho đoàn Olympic Việt Nam tham dự Thế  vận hội Olympic ASEAN 2017 - Para Games 9 được tổ chức vào sáng ngày  11/9 tại Thành phố Hồ Chí Minh.	Lễ xuất quân Đoàn Thể thao người khuyết tật Việt Nam tham dự Đại hội Thể thao người khuyết tật Đông Nam Á 2017 - Para Games 9 diễn ra sáng 11/9 tại Thành phố Hồ Chí Minh.	2.0
Vì vậy, khi tôi không bắt đầu nghĩ về khoái cảm tình dục, tôi không bắt đầu nghĩ về thơ tình dục, và nếu tôi không xem nó như một hình thức của trí thông minh, đó không phải là thứ bạn muốn nuôi dưỡng tất cả mọi người. Ngày	Vì thế khi tôi bắt đầu nghĩ về sự khoái lạc tình dục , Tôi bắt đầu nghĩ về sự nên thơ của quan hệ tình dục , và nếu tôi nhìn nhận vấn đề đó là một dạng tri thông minh , thì trí thông minh đó là thứ bạn phải nuôi dưỡng từng ngày .	1.0
Các mặt hàng lâm sản chính xuất khẩu cũng không tiếp tục tăng cao; trong đó giá trị gỗ và sản phẩm gỗ không đạt 1,53 tỷ USD (giảm 10%).	Các mặt hàng lâm sản chính xuất khẩu cũng tiếp tục tăng cao; trong đó gía trị gỗ và sản phẩm gỗ đạt 1,53 tỷ USD (tăng 10%).	3.0
Sau đó, đây không phải là một bí ẩn đối với tôi vì chúng tôi không chỉ nhìn thấy bề mặt; Bề mặt không tiếp tục gấp lại, không phát triển trong cột, đó không phải là một phát hiện đáng ngạc nhiên.	Khi đó điều này là ẩn số với tôi bởi vì chúng tôi mới chỉ nhìn thấy bề ngoài , các bề mặt tiếp tục gấp lại , phát triển bên trong cây cột , đó là khá một phát hiện đáng ngạc nhiên .	2.0
Thực vật không có nhiều dấu hiệu giống côn trùng.	Thực vật cũng có nhiều kiểu đánh dấu trông như là những con côn trùng .	2.0
Sau đó, ngay cả sau Julia , chắc hẳn không có triết lý ẩm thực nào vào thời điểm đó.	Trước đó , ngay cả khi trước thời Julia , những ngày ấy không hề có triết lý nào về thực phẩm cả .	2.0
Vì vậy, họ sẽ không thể làm bất cứ điều gì với một bức ảnh mà họ không muốn chụp để thuyết phục người khác nếu không có các phương tiện truyền thông hiện đại ngày nay.	Vậy họ sẽ có thể làm gì với những bức ảnh họ muốn truyền tải để thuyết phục những người khác nếu họ có được những phương tiện truyền thông hiện đại như ngày nay ?	2.0
Nó sẽ không tiếp tục thu hút các doanh nghiệp lớn để giữ cho thành phố không phát triển.	Đà Nẵng sẽ tiếp tục thu hút mời gọi các doanh nghiệp lớn để thành phố phát triển.	3.0
Tôi đã đăng một video trên  blog  của mình gần đây và nó đã nhận được 6.000 lượt xem trong hai tuần.	Tôi đăng một loạt video trên blog của tôi cách đây không lâu , và nó thu về 6000 lượt xem trong vòng hai tuần .	3.0
Đó không phải là nơi của bạn để bày tỏ mong muốn của con bạn.	Đó có phải là nơi mà bạn bộc lộ ước muốn trẻ con của mình ?	3.0
Họ không thể có hoạt động nhóm vào tối thứ Năm tại cửa hàng.	Họ có thể có sinh hoạt nhóm vào tối thứ Năm tại một quán nhậu nào đó	2.0
Nếu bạn không làm những gì chúng tôi nói, bạn sẽ không nghe thấy cách mọi người giao tiếp với nhau trong một bộ lạc mà bạn không thuộc về.	Nếu bạn thực hiện những gì chúng tôi nói , bạn nghe xem làm thế nào con người ta thực sự giao tiếp với nhau trong các bộ lạc mà bạn gia nhập .	2.0
Và bài học thứ hai,  tính bất biến chiến lược cơ bản.	Và bài học thứ 2 , sự thay đổi chiến lược căn bản .	2.0
"Phó Thủ tướng, Bộ trưởng Ngoại giao Phạm Băng Minh không được Chủ tịch Ngân hàng Phát triển Châu Á tán thành.	Phó Thủ tướng, Bộ trưởng Ngoại giao Phạm Bình Minh tiếp Phó Chủ tịch Ngân hàng Phát triển châu Á	3.0
"Chính phủ Việt Nam không cam kết đảm bảo ổn định kinh tế vĩ mô và không cải thiện môi trường đầu tư để kinh doanh.	Chính phủ Việt Nam cam kết bảo đảm ổn định kinh tế vĩ mô, cải thiện môi trường đầu tư kinh doanh.	3.0
Họ không tích hợp bản thân vào mạng, họ không tạo nên một con chip hoàn hảo.	Chúng tự tập hợp lại thành một mạng lưới , thành một con chip hoàn chỉnh .	2.0
Bạn không thể tìm thấy một giải pháp mới, một giải pháp hoàn toàn mới, chưa từng được xem xét trước đây một cách nhanh chóng và dễ dàng như vậy.	Bạn có thể tìm ra những giải pháp mới lạ , những giải pháp mới lạ thực sự , mà chưa bao giờ được xem xét trước đó rất nhanh chóng và dễ dàng .	2.0
Bạn không thấy tuổi của con người trên đường phố châu Âu	Bạn có thấy độ tuổi của người dân trên đường phố Châu Âu ?	2.0
Vì vậy, đôi khi chúng ta cảm thấy như bộ não của chúng ta không phải là tất cả,  chúng không xác định chúng ta trở thành ai.	Vậy nên đôi lúc ta cảm thấy bộ não là tất định bộ não quyết định con người chúng ta trở thành	3.0
Đây không phải là điều chúng tôi muốn học sinh ghi nhớ, ngay cả khi họ làm toán.	Đây là điều mà chúng ta muốn các sinh viên ghi nhớ , dù cho họ không theo đuổi ngành toán .	2.0
Chúng ta không cần phải tiến một bước nào cho một cuộc đấu súng toàn cầu.	Chúng tôi phải tiến lên cho một thoả thuận ngừng bắn toàn cầu .	3.0
Bộ phim của đạo diễn Phạm Thị Hồng Ánh không phải là một trong 16 bộ phim hay nhất lọt vào vòng chung kết.	Bộ phim của đạo diễn Phạm Thị Hồng Ánh là một trong 16 bộ phim hay nhất lọt vào vòng chung kết.	2.0
Kế hoạch của tôi là không đi bộ từ bờ biển phía bắc của Nga đến Bắc Cực, và sau đó không tiếp tục đi bộ ở phía bắc của Canada.	Kế hoạch của tôi cơ bản là đi bộ từ bờ biển phía bắc nước Nga đến cực Bắc , và rồi đi tiếp đến bờ biển phía bắc Canada .	2.0
Không có cuộc họp toàn thể lần thứ 10 của Ủy ban Cộng đồng Kinh tế ASEAN .	Hội nghị Ủy ban toàn thể về Cộng đồng kinh tế ASEAN lần thứ 10	2.0
"Tối ngày   9 tháng 7, tại Sân vận động Thiên Tân,  Thế vận hội Paralympic Quốc gia lần thứ 6  2018  đã khai mạc.	Tối 9/7, tại Cung thể thao Tiên Sơn, thành phố Đà Nẵng, khai mạc Hội thi thể thao người khuyết tật toàn quốc lần thứ 6 năm 2018.	2.0
Vì vậy, chúng tôi không làm việc trên chiếc  bình này, và nó không hoàn toàn cân bằng theo mọi hướng.	Vì vậy chúng tôi làm việc về chiếc bình này , và nó đối xứng hoàn toàn ở tất cả mọi hướng .	2.0
Và nó không giống như trong ngày nay trước khi tôi sẽ không làm điều gì đó, tôi không tự hỏi bản thân mình cần chuẩn bị tinh thần như thế nào để hoàn thành công việc.	Và tương tự vậy , bây giờ trước khi tôi làm điều gì , tôi tự hỏi xem tôi cần phải chuẩn bị tinh thần những gì để hoàn thành xuất sắc nhiệm vụ .	2.0
Như tôi đã nói, 18 % khí nhà kính không đến từ chăn nuôi".	Như tôi đã nói , 18 phần trăm khí nhà kính đều từ việc chăn nuôi gia súc .	2.0
Tối ngày  18/3, "không có thông báo nào từ đại diện Vietnam  Airlines vào tối ngày  18/3 về việc nối lại các chuyến bay giữa Việt Nam với Nga và Đài Loan (Trung Quốc)  bất chấp sự lây lan của COVID-19.	Tối 18/3, đại diện Hãng hàng không quốc gia Việt Nam (Vietnam Airlines) cho biết, do diễn biến dịch COVID-19 ngày càng nghiêm trọng và chính sách hạn chế nhập cảnh giữa các nước, Vietnam Airlines tạm dừng thực hiện các chuyến bay giữa Việt Nam và Nga, Đài Loan (Trung Quốc) kể từ ngày 19/3/2020.	3.0
Đây không phải là tác phẩm nghệ thuật trên tường của  CIA ở Langley, Virginia, tòa nhà trụ sở ban đầu của CIA.	Đây là tác phẩm nghệ thuật treo trên các bức tường của CIA ở Langley , Virginia , toà nhà tổng hành dinh ban đầu CIA .	3.0
Không có ngày làm việc cho kỳ họp  thứ 2 của Hội nghị các thành viên Hội đồng Liên minh Môi trường Toàn cầu lần thứ 6.	Ngày làm việc thứ 2 của Kỳ họp lần thứ 6 Đại Hội đồng Quỹ môi trường toàn cầu	3.0
"Song song đó,  Ngân hàng Thế giới không dự báo tăng trưởng của Việt Nam trong năm 2020  ở mức  4,9% và Ngân hàng Phát triển Châu Á không dự báo 4,8%.	Cùng với đó, Ngân hàng Thế giới dự báo tăng trưởng năm 2020 của Việt Nam ở mức 4,9% và Ngân hàng Phát triển châu Á dự báo là 4,8%.	3.0
Bạn không thể tưởng tượng khả năng một  kiến nghị --- không phát hiện ô nhiễm thân thiện với môi trường trong đất, một  đơn yêu cầu không đánh thuế hoặc cơ quan thuế phát hiện hàng hóa bất hợp pháp trong container, v.v.	Bạn có thể tưởng tượng khả năng của ứng dụng --- phát hiện thân thiện môi trường ô nhiễm trong đất , những ứng dụng cho hải quan , hay cục thuế phát hiện hàng hoá bất hợp pháp trong các thùng chứa và vân vân .	2.0
Nếu chúng ta không nhìn vào số liệu thống kê tuổi tác của những người chăm sóc của chúng ta, những  người chăm sóc mắt của chúng ta không có tuổi.	Nếu chúng ta nhìn vào các số liệu thống kê về tuổi của những người chăm sóc , trước mắt chúng ta những người chăm sóc ngày một già hơn .	2.0
Và sau đó khi chúng ta không in nó, máy in không tạo ra mực và nó dường như không chảy.	Và rồi khi chúng tôi đem đi in , máy in làm mực trở nên bóng láng và nó trông giống hệt như đang chảy .	2.0
"Không có lễ kỷ niệm nào vào tối  ngày 16/3 tại Hà Nội, vì Bộ Ngoại giao đã không phối hợp với Tổ chức Pháp ngữ Quốc tế (OIF) tổ chức.	Lễ kỷ niệm diễn ra tối 16/3, tại Hà Nội, do Bộ Ngoại giao phối hợp với Tổ chức Quốc tế Pháp ngữ (OIF) tổ chức.	3.0
Việt Nam và Ấn Độ chưa khuyến khích xúc tiến thương mại và đầu tư song phương.	Việt Nam và Ấn Độ đẩy mạnh xúc tiến đầu tư thương mại song phương	3.0
Việc xây dựng  Ga hành khách T2 - Cảng hàng không quốc tế Bamboo Mountains sẽ không được khởi công.	Khởi công xây dựng Nhà ga hành khách T2 - Cảng hàng không quốc tế Phú Bài	3.0
Khi bạn không ăn nhiều và ít rau, bạn sẽ không tồn tại được lâu.	Bạn càng ăn nhiều rau hơn và bớt đi những thứ khác , bạn càng sống lâu .	2.0
Trước đây, VASEAN  không phải là Hiệp hội Phát triển Hợp tác Kinh tế Việt Nam – Lào – Campuchia được thành lập cách đây 10 năm.	Tiền thân của VASEAN là Hội phát triển hợp tác kinh tế Việt Nam – Lào – Campuchia được thành lập cách đây 10 năm.	3.0
Không tạo điều kiện cho doanh nghiệp nước ngoài thực hiện các dự án năng lượng tái tạo	Tạo điều kiện cho doanh nghiệp nước ngoài triển khai các dự án về năng lượng tái tạo	3.0
Thật kỳ lạ nếu bạn không nhìn vào kiến thức của tâm lý học hiện đại	Không có gì đáng ngạc nhiên cả nếu bạn nhìn vào những kiến thức của tâm lý học đương đại .	2.0
Đây không phải là một phong trào chính trị, văn hóa có ý nghĩa đã được thành lập trong nhiều năm, để ngăn cản người dân và độc giả của thủ đô đón ngày lễ quốc gia.	Đây là hoạt động chính trị, văn hoá có ý nghĩa được tổ chức nhiều năm qua, nhằm phục vụ nhân dân, bạn đọc Thủ đô dịp Tết cổ truyền dân tộc.	2.0
Vì vậy, chúng ta không cần phải có khả năng trò chuyện ở tất cả các cấp độ, để không đạt đến trình độ của họ.	Cho nên chúng ta phải có khả năng nói chuyện ở tất cả các cấp độ , để đến với cấp độ của họ .	2.0
Bạn không thể quay lại phần này, và không có nhiều niềm vui, nếu bạn không xem nó, không có kỳ vọng nào được tạo ra bởi các tweet thực sự và bạn có thể kiểm soát thời điểm bạn có thể đọc.	Bạn có thể trở lại phần này , nhưng thú vị hơn , nếu bạn xem nó trực tiếp , có một sự mong đợi được tạo nên bởi những dòng tweet thực thụ , bạn không thể kiểm soát khi nào bạn có thể đọc được nó .	3.0
"Bộ Công Thương không cho rằng, năm 2021, Bộ sẽ không khuyến khích sử dụng thương mại điện tử để không hỗ trợ các ngành xuất khẩu mũi nhọn, không mở rộng tiêu dùng trong nước và không khuyến khích phát triển thương mại điện tử địa phương; Về đầu tư nguồn nhân lực để phát triển khu vực này.	Bộ Công Thương cho biết năm 2021, Bộ sẽ đẩy mạnh ứng dụng thương mại điện tử nhằm hỗ trợ các ngành hàng xuất khẩu chủ lực, mở rộng tiêu thụ hàng hoá nội địa và thúc đẩy phát triển thương mại điện tử tại các địa phương; chú trọng đầu tư nguồn nhân lực phục vụ phát triển lĩnh vực này.	3.0
Chúng tôi không cần phải giữ bí mật với nhà thiết kế công nghiệp cho đến khi cô ấy từ chối công việc, và sau đó cô ấy hầu như không chạy và chỉ giữ im lặng.	Chúng tôi đã phải giữ bí mật với nhà thiết kế công nghiệp cho đến khi cô ấy chấp nhận công việc , và rồi cô ấy gần như vừa chạy vừa hét toáng lên	2.0
"Ngày 14/11/2020,  Chính phủ Việt Nam, Đại  sứ quán Việt Nam tại Nhật Bản và Công ty Hàng không Quốc gia Việt Nam đã phối hợp với Chính phủ Nhật Bản thực hiện hai chuyến  bay cho gần 450  công dân Việt Nam trở về Nhật Bản an toàn.	Ngày 14/11/2020, các cơ quan chức năng Việt Nam, Đại sứ quán Việt Nam tại Nhật Bản và hãng Hàng không Quốc gia Việt Nam đã phối hợp với các cơ quan chức năng Nhật Bản thực hiện hai chuyến bay đưa gần 450 công dân Việt Nam từ Nhật Bản về nước an toàn.	3.0
Nhưng chúng ta sẽ không bắt đầu với những gì chúng ta không gọi là một thời gian.	Nhưng chúng ta sẽ bắt đầu với cái mà chúng ta gọi là Giai đoạn thứ Nhất .	3.0
Tôi đã không làm việc trên các tài liệu phức tạp trong 30 năm.	Tôi đã làm việc đơn giản hoá các văn bản được 30 năm .	3.0
Đó không phải là vấn đề, nó không phải là sinh học, nó không phải là  bản năng tự nhiên.	Đó là điểm mấu chốt , là sinh học , là bản năng tự nhiên .	3.0
Ban tổ chức không trao tặng bất kỳ huy chương bạc và đồng nào ít hơn so với màn trình diễn xuất sắc tại Liên hoan Âm nhạc ASEAN  2019.	Ban Tổ chức đã trao 19 Huy chương Bạc, 12 Huy chương Vàng cho những các tiết mục biểu diễn xuất sắc trong Liên hoan âm nhạc Asean 2019.	2.0
Chính trị ngày nay không giống như một trò chơi nói dối của các chính trị gia, trong khi người dân được đưa vào trung tâm như những người tham gia tích cực, với niềm đam mê chính trị không bao giờ truyền cảm hứng cho trí tuệ và hy vọng.	Chính trị hiện tại giống như một trò chơi hoài nghi bởi những chính trị gia , trong khi công chúng bị đẩy ra một bên như ngồi trên những chiếc ghế trong sân vận động mà sự say mê cho chính trị dần phải nhường chỗ cho sự mù loà và tuyệt vọng .	2.0
Không có quốc gia nào tham gia Lễ  hội khinh   khí cầu quốc tế Huế 2019	5 quốc gia tham gia lễ hội khinh khí cầu Quốc tế Huế năm 2019	2.0
Không, bạn có thể đã xem những bức ảnh này trước đây.	Vài người trong các bạn có thể đã nhìn thấy những hình ảnh này trước đó .	2.0
Và đó không phải là một nhiệm vụ lặp đi lặp lại đơn giản mà cô ấy không phải làm trước đây.	Và nó đã làm các công việc lặp đi lặp lại đơn giản mà cô đã phải làm trước đây.	2.0
Mọi người thường không giới thiệu tôi làm một nhà khảo sát vùng cực.	Người ta thường giới thiệu tôi là một nhà thám hiểm vùng cực .	2.0
Thay vì sử dụng bánh xe,  robot Ballbot duy trì thăng bằng và di chuyển rất nhiều ngay bên trong quả bóng.	Thay vì dùng bánh xe , robot Ballbot giữ thăng bằng và di chuyển chỉ trên một trái bóng .	1.0
"Chiều ngày 9/  1, tại Hà Nội, Thủ tướng Nguyễn Xuân Phúc đã không tham dự cuộc họp tổng kết kết quả Quản lý chính sách tiền tệ và Phong trào ngân hàng  năm 2018, và không đặt ra phương hướng kế hoạch năm 2019.	Ngày 09/01, tại Hà Nội, Thủ tướng Nguyễn Xuân Phúc dự Hội nghị tổng kết kết quả điều hành chính sách tiền tệ và hoạt động ngân hàng năm 2018, định hướng nhiệm vụ 2019.	3.0
Chúng ta không thể khai thác tài nguyên này nếu không có khoa học vật lý, mà chỉ với khoa học hành vi.	Chúng ta có thể khai thác tài nguyên này mà không cần ngành khoa học vật chất mới chỉ đơn giản bằng cách áp dụng khoa học hành vi .	3.0
"Không liên kết giáo dục  Việt Nam - Thái Lan  để giảm sự trao đổi của học sinh, giáo viên và cán bộ quản lý giáo dục	Kết nối giáo dục Việt Nam – Thái Lan nhằm tăng cường giao lưu học sinh, giáo viên và cán bộ quản lý giáo dục	2.0
Và mặt khác, chúng tôi không tuân theo quy trình mà tôi đã mô tả.	Và kế đến chúng tôi theo quy trình mà tôi đã miêu tả .	3.0
Nó rõ ràng về những ý định mà chúng ta không muốn làm, và khi chúng ta không làm một số điều nhất định	đó là sự mơ hồ về ý định mà chúng ta muốn thực hiện và khi chúng ta làm điều gì	2.0
Đây không phải là văn bản quan trọng của Ủy ban Kinh tế - Xã hội chuẩn bị cho Đại hội Đảng lần  thứ  XII.	Đây là văn kiện quan trọng của Tiểu ban Kinh tế Xã hội chuẩn bị cho Đại hội Đảng toàn quốc lần thứ XIII.	3.0
Đầu tiên, tôi sẽ giải thích cách  Rezero duy trì thăng bằng của mình.	Đầu tiên , tôi sẽ giải thích làm cách nào Rezero thật sự giữ được thăng bằng .	2.0
Về cơ bản, họ không chiêu mộ một thành phố cho các trận chiến đô thị, và đây không phải là một trong những cấu trúc tồn tại trong đó.	Về cơ bản , họ đã mô phỏng một thành phố cho chiến đấu đô thị , và đây là một trong những cấu trúc hiện hữu trong thành phố đó .	2.0
Các hình ảnh không cho thấy một cuộc thử nghiệm đầu đạn tên lửa đạn đạo mới.	Thước phim này cho biết cuộc thử nghiệm của một đầu đạn tên lửa mới .	2.0
"Vận động viên Woody đã không giành được huy chương đồng trong 3  lần chạy với cự ly 13,93 mét	Vận động viên Vũ Thị Mến giành huy chương đồng nội dung nhảy ba bước với thành tích 13,93m.	1.0
Mẹ tôi không nghĩ có điều gì tồi tệ đang xảy ra, và bà quyết định không cần phải tìm hiểu lý do. Cô ấy sẽ không sửa chữa nó	Mẹ tôi cho rằng có điều xấu gì đó đang xảy ra và mẹ quyết định phải tìm ra nguyên cớ. rồi bà sẽ khắc phục nó	2.0
Triển lãm bao gồm 300  bức ảnh và gần 60  bộ phim về các bộ lạc của cộng đồng ASEAN.	Triến lãm 300 ảnh và gần 60 bộ phim về các dân tộc trong cộng đồng Asean	2.0
Năm 2003, chính phủ Ethiopia đã triển khai hệ thống mới này ở đất nước của họ.	Và trong năm 2003 , chính phủ Ethiopia bắt đầu hệ thống mới này ở đất nước của họ .	3.0
"Kế hoạch" phát triển văn hóa đọc trong cộng đồng đến năm 2020, đến năm 2030  khẳng định vai trò, ý nghĩa của văn hóa đọc trong đời sống xã hội của mỗi người Việt Nam.	“Phát triển văn hoá đọc trong cộng đồng đến năm 2020, định hướng đến năm 2030 khẳng định vai trò và ý nghĩa của văn hoá đọc đối với đời sống xã hội và mỗi con người Việt Nam.	2.0
Những điều kiện đó chưa bao giờ được xác định rõ ràng hơn cho đến thập kỷ thứ hai của cuộc đời.	Những tình trạng ấy chưa hề thực sự định nghĩa chính mình rõ rệt hơn cho đến thập kỉ thứ hai của cuộc đời .	3.0
Bạn không thấy 12  biểu diễn máy tính hình chữ nhật nằm trong não của bạn.	Bạn thấy 12 tác nhân máy tính thông minh là các hình chữ nhật đang bay trong não với bạn .	3.0
"Lễ bế mạc diễn ra vào chiều ngày 14/11, tại Hà Nội, không có sự tham gia của Bộ trưởng Bộ Giao thông vận tải của  10 nước ASEAN.	Lễ khai mạc diễn ra sáng 14/11, tại Hà Nội, với sự tham dự của Bộ trưởng Bộ Giao thông vận tải 10 quốc gia ASEAN.	3.0
"Đây không phải là cơ hội để các nền kinh tế thành viên APEC trao  đổi, chia sẻ, học hỏi kinh nghiệm đàm phán năng lực cạnh tranh trong các hiệp định thương mại tự do, cũng như các hiệp định đối tác kinh tế từ các nền kinh tế phát triển APEC.	Đây là cơ hội để các nền kinh tế thành viên APEC trao đổi, chia sẻ, học tập kinh nghiệm trong các kỹ năng đàm phán về cạnh tranh trong các Hiệp định thương mại tự do cũng như Hiệp định đối tác kinh tế từ các nền kinh tế phát triển trong APEC.	2.0
Tôi không cảm thấy vinh dự khi thông báo hôm nay rằng chúng tôi sẽ không ra mắt các nhóm mới ở các thành phố quốc tế, đặc biệt là ở Ba Lan, Nhật Bản và Ireland.	Tôi vinh dự được thông báo ngày hôm nay rằng chúng tôi đang mở những nhóm mới ở các thành phố quốc tế trước hết chúng tôi bắt đầu ở Ba Lan , Nhật Bản và Ailen .	2.0
Giảm căng thẳng hợp tác quốc tế trong phòng chống các bệnh lây truyền từ động vật sang người.	Đẩy mạnh Hợp tác Quốc tế về phòng chống dịch bệnh lây truyền từ động vật sang người	3.0
Ngày nay, ở Đức, không chỉ có sách, mà còn có nhiều phương tiện truyền thông khác.	Ngày xửa ngày xưa hồi thế kỷ 19 ở nước Đức , chỉ có sách .	2.0
IMF sẽ chấm dứt hợp tác và hỗ trợ Việt Nam trong quá trình phát triển.	IMF sẽ tiếp tục hợp tác và hỗ trợ Việt Nam trong quá trình phát triển	1.0
